,Quartier,AgeBatiment,NombreUtilisations,PremierTypePropriete,NombreBatiments,NombreEtages,SurfacePlancherTotal,SurfaceTotaleParking,SurfaceTotaleHorsParking,ListeUtilisationsBatiment,UtilisationPrincipale,SurfaceUtilisationPrincipale,UtilisationSecondaire,SurfaceUtilisationSecondaire,UtilisationTertiaire,SurfaceUtilisationTertiaire,Conformité,ConsoSite/S(kBtu/sf),ConsoSiteNorm/S(kBtu/sf),ConsoSource/S(kBtu/sf),ConsoSourceNorm/S(kBtu/sf),ConsoSiteTot(kBtu),ConsoSiteTotNorm(kBtu),Vapeur(kBtu),Électricité(kBtu),GazNaturel(kBtu),EmissionGES,IntensiteGES/S,TrancheAge,Pertes/S(kBtu/sf),ProportionVapeur,ProportionElectricité,ProportionGazNaturel,Latitude,Longitude,Zone,clusters_kmeans
25,DOWNTOWN,86,1,Other,1.0,2,67224,0,67224,Automobile Dealership,Automobile Dealership,67224.0,Aucune,0.0,Aucune,0.0,Compliant,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,1310236.0,0.0,9.13,0.14,"[58,87[",41.70000076,0.0,0.999999522986926,0.0,47.615,-122.33081,Centre,0
26,EAST,25,4,Hotel,1.0,8,158676,30301,128375,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,112676.0,Parking,42000.0,Retail Store,4500.0,Compliant,45.5,46.29999924,58.0,58.79999924,5328051.5,5424942.0,0.0,572307.0,4755745.0,256.57,1.62,"[0,29[",12.5,0.0,0.1074139392233727,0.892586154619564,47.61301,-122.32929,Centre,1
27,DOWNTOWN,15,1,Hotel,1.0,10,171866,38281,133585,Hotel,Hotel,128909.0,Aucune,0.0,Aucune,0.0,Compliant,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,11171407.0,0.0,5610706.0,5451210.0,328.63,1.91,"[0,29[",95.30000305,0.0,0.507209239339731,0.492790760660269,47.61784,-122.32966,Centre,1
29,DOWNTOWN,38,1,Hotel,1.0,5,68410,16200,52210,Hotel,Hotel,47994.0,Aucune,0.0,Aucune,0.0,Compliant,92.90000153,95.0,199.6999969,206.3000031,4456714.5,4557974.0,0.0,2346349.0,2110365.0,128.44,1.88,"[29,58[",106.79999537,0.0,0.5264750524180986,0.4735248353916321,47.61558,-122.34186,Centre,1
32,LAKE UNION,110,4,Small- and Mid-Sized Office,1.0,3,87262,0,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,Compliant,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690.0,0.0,1352843.0,2793077.0,157.77,1.81,"[87,116[",45.0,0.0,0.3263070288009623,0.6736928505985583,47.6641,-122.33118,Nord,0
33,NORTHEAST,22,1,Hotel,1.0,4,81871,0,81871,Hotel,Hotel,81871.0,Aucune,0.0,Aucune,0.0,Compliant,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0.0,3016399.0,3652169.0,215.0,2.63,"[0,29[",81.0,0.0,0.4523308113277984,0.5476691136935911,47.66583,-122.29965,Nord,1
34,NORTHEAST,61,1,Self-Storage Facility,1.0,2,110356,0,110356,Self-Storage Facility,Self-Storage Facility,26225.0,Aucune,0.0,Aucune,0.0,Compliant,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,281265.0,37100.0,3.93,0.04,"[58,87[",23.10000038,0.0,0.8834676099765265,0.1165329789704696,47.66172,-122.29598,Nord,1
36,GREATER DUWAMISH,55,3,Warehouse,3.0,2,714095,0,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,Office,71000.0,Compliant,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,44731153.0,0.0,311.84,0.44,"[29,58[",99.49999237,0.0,0.9999998435095356,0.0,47.51138,-122.28875,Sud,3
39,BALLARD,55,2,Small- and Mid-Sized Office,1.0,2,94900,0,94900,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,Aucune,0.0,Compliant,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,4291585.0,1894876.0,130.56,1.38,"[29,58[",97.80000305,0.0,0.6937059254308784,0.3062939937474758,47.66587,-122.38476,Nord,1
40,GREATER DUWAMISH,116,2,Small- and Mid-Sized Office,1.0,2,52554,0,52554,"Office, Other - Education",Office,51029.0,Other - Education,7849.0,Aucune,0.0,Compliant,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,1579749.0,1371582.0,83.86,1.6,"[87,116[",58.59999843,0.0,0.5352665852062523,0.4647333300862111,47.58034,-122.31132,Sud,0
41,NORTHWEST,62,1,K-12 School,1.0,3,175015,0,175015,K-12 School,K-12 School,175015.0,Aucune,0.0,Aucune,0.0,Compliant,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,2679739.0,4315001.0,247.85,1.42,"[58,87[",34.0,0.0,0.3831077078556381,0.6168922206620817,47.68891,-122.33553,Nord,1
42,DOWNTOWN,105,3,Self-Storage Facility,1.0,3,70586,0,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,Compliant,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,1500229.0,658400.0,45.43,0.64,"[87,116[",45.999998090000005,0.0,0.69499158956912,0.3050084104308799,47.61351,-122.35129,Centre,0
43,DOWNTOWN,47,1,Hotel,1.0,24,332210,205970,126240,Hotel,Hotel,348630.0,Aucune,0.0,Aucune,0.0,Compliant,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,12204406.0,3958787.0,295.33,0.89,"[29,58[",75.40000157,0.0,0.7550739043285628,0.2449260338024774,47.60946,-122.33337,Centre,1
44,DOWNTOWN,43,3,Large Office,1.0,5,168115,0,168115,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,Data Center,493.0,Compliant,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,9536160.0,0.0,66.48,0.4,"[29,58[",120.30000686,0.0,0.9999998951359986,0.0,47.6113,-122.33659,Centre,1
45,DOWNTOWN,96,2,Other,1.0,2,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,Aucune,0.0,Compliant,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,714939.0,532423.0,33.26,0.58,"[87,116[",27.09999848,0.0,0.5731607985492584,0.4268392014507416,47.61076,-122.33765,Centre,0
46,DOWNTOWN,106,2,Small- and Mid-Sized Office,1.0,8,59400,0,59400,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,Aucune,0.0,Compliant,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,5071973.0,0.0,35.36,0.6,"[87,116[",313.30001067,0.0,0.999999802838106,0.0,47.61048,-122.33794,Centre,0
47,DOWNTOWN,90,3,Mixed Use Property,1.0,2,52549,0,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,Compliant,286.3999939,299.0,485.2999878,495.5,15026196.0,15683742.0,0.0,4632459.0,10393737.0,584.31,11.12,"[87,116[",198.8999939,0.0,0.3082921985045317,0.6917078014954683,47.60886,-122.33744,Centre,2
48,DOWNTOWN,86,3,Hotel,1.0,20,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,Compliant,54.59999847,57.29999924,158.6000061,167.0,4841347.5,5078816.0,0.0,4290059.0,551288.0,59.19,0.6,"[58,87[",104.00000763,0.0,0.8861291200435416,0.1138707766794265,47.61233,-122.33432,Centre,0
49,DOWNTOWN,34,3,Hotel,1.0,34,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,Compliant,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,45545529.0,23324992.0,2451.58,2.47,"[29,58[",101.59999847,0.1441381757714652,0.5659994127443717,0.2898622996401506,47.61087,-122.33339,Centre,3
50,DOWNTOWN,31,4,Hotel,1.0,7,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,Compliant,93.09999847,93.09999847,215.8999939,215.8999939,5348309.0,5348309.0,0.0,3243900.0,2104408.0,134.38,1.89,"[29,58[",122.79999543,0.0,0.606528156843593,0.3934716561814211,47.60997,-122.34138,Centre,1
51,DOWNTOWN,108,3,Hotel,1.0,7,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,Compliant,44.0,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0.0,1293561.0,4107716.0,227.18,1.85,"[87,116[",24.19999695,0.0,0.2394916758118797,0.7605082316174275,47.61155,-122.34114,Centre,0
52,LAKE UNION,57,2,Hotel,1.0,5,113173,42546,70627,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,Aucune,0.0,Compliant,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0.0,2944680.0,2339663.0,144.79,1.28,"[29,58[",90.89999385,0.0,0.5572461366298387,0.4427537687510284,47.61986,-122.34413,Centre,1
53,LAKE UNION,16,1,Hotel,1.0,7,150453,34735,115718,Hotel,Hotel,107547.0,Restaurant,3000.0,Aucune,0.0,Compliant,60.70000076,61.79999924,128.0,129.8000031,6715187.0,6835263.5,0.0,3396109.0,3319078.0,199.95,1.33,"[0,29[",67.29999924,0.0,0.5057355811535852,0.4942644188464148,47.62001,-122.34274,Centre,1
54,LAKE UNION,19,1,Hotel,1.0,6,116300,28200,88100,Hotel,Hotel,88490.0,Parking,28300.0,Aucune,0.0,Compliant,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927.0,0.0,3188457.0,2639138.0,162.39,1.4,"[0,29[",78.59999847,0.0,0.547130802060644,0.4528691121406762,47.62025,-122.34314,Centre,1
55,MAGNOLIA / QUEEN ANNE,18,1,Hotel,1.0,6,155602,36744,118858,Hotel,Hotel,155602.0,Aucune,0.0,Aucune,0.0,Compliant,43.90000153,44.0,107.4000015,107.5999985,6836900.0,6849826.5,0.0,4558937.0,2277962.0,152.76,0.98,"[0,29[",63.499999970000005,0.0,0.666813468092264,0.3331863856426158,47.62023,-122.35951,Centre,1
56,EAST,105,1,K-12 School,1.0,3,56072,0,56072,K-12 School,K-12 School,56072.0,Aucune,0.0,Aucune,0.0,Compliant,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0.0,551867.0,2682920.0,146.34,2.61,"[87,116[",23.39999771,0.0,0.170603774544404,0.8293959936011258,47.63442,-122.30793,Centre,0
57,MAGNOLIA / QUEEN ANNE,17,2,Hotel,1.0,4,122942,44891,78051,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,Aucune,0.0,Compliant,68.40000153,69.0,136.6999969,138.6999969,5337334.0,5387530.0,0.0,2423730.0,2913604.0,171.64,1.4,"[0,29[",68.29999537,0.0,0.454108736683895,0.545891263316105,47.62519,-122.34456,Centre,1
58,CENTRAL,54,1,Small- and Mid-Sized Office,1.0,2,54984,0,54984,Office,Office,54984.0,Aucune,0.0,Aucune,0.0,Compliant,61.40000153,66.0,139.6000061,144.5,3375211.0,3630147.25,0.0,1978230.0,1396981.0,87.98,1.6,"[29,58[",78.20000457,0.0,0.5861055797696796,0.4138944202303204,47.60823,-122.30956,Centre,1
59,SOUTHWEST,94,2,Senior Care Community,1.0,5,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,Aucune,0.0,Compliant,144.3999939,153.6999969,235.0,244.8000031,42792072.0,45547252.0,0.0,11824772.0,30967300.0,1727.11,7.94,"[87,116[",90.6000061,0.0,0.2763309054069641,0.7236690945930359,47.55837,-122.37751,Sud,0
60,NORTHWEST,46,1,Senior Care Community,1.0,2,93397,0,93397,Senior Care Community,Senior Care Community,93397.0,Aucune,0.0,Aucune,0.0,Compliant,175.6000061,181.6000061,311.5,320.0,16402563.0,16959754.0,0.0,5679498.0,10723064.0,609.1,6.52,"[29,58[",135.8999939,0.0,0.3462567404862277,0.6537431985476904,47.72426,-122.35599,Nord,2
61,LAKE UNION,8,2,Hotel,1.0,6,84103,20732,63371,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,Aucune,0.0,Compliant,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499.0,0.0,2812688.0,893412.0,67.06,0.8,"[0,29[",95.6999969,0.0,0.7589346780352204,0.2410652545084283,47.61988,-122.33211,Centre,1
63,EAST,51,1,Medical Office,0.0,3,179014,0,179014,Medical Office,Medical Office,179014.0,Aucune,0.0,Aucune,0.0,Compliant,93.30000305,92.30000305,213.3999939,210.3000031,16701055.0,16527711.0,0.0,9886484.0,6814570.0,430.84,2.41,"[29,58[",120.09999085,0.0,0.5919676331824546,0.4080323069410884,47.61244,-122.3214,Centre,1
64,EAST,108,1,Hotel,1.0,7,76631,0,76631,Hotel,Hotel,76631.0,Aucune,0.0,Aucune,0.0,Compliant,94.69999695,94.59999847,172.0,171.6999969,7258758.5,7250730.5,0.0,2660742.0,4598016.0,262.75,3.43,"[87,116[",77.30000305,0.0,0.3665560715375777,0.6334438595801196,47.60898,-122.32693,Centre,0
65,EAST,33,6,Mixed Use Property,1.0,6,99780,9341,90439,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,Compliant,204.5,207.3000031,505.7999878,504.2999878,15473117.0,15684371.0,5327802.5,10145313.0,0.0,481.97,4.83,"[29,58[",301.2999878,0.3443263887941906,0.6556735142634803,0.0,47.60845,-122.32637,Centre,2
66,LAKE UNION,87,1,Retail Store,1.0,2,58320,0,58320,Retail Store,Retail Store,72072.0,Aucune,0.0,Aucune,0.0,Compliant,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0.0,361803.0,687945.0,39.06,0.67,"[87,116[",11.199998859999996,0.0,0.3446567981929959,0.6553426064263719,47.62237,-122.33805,Centre,0
67,LAKE UNION,6,4,Large Office,1.0,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,Compliant,48.0,48.40000153,144.0,144.3999939,13795954.0,13909270.0,0.0,12871091.0,924861.0,138.85,0.44,"[0,29[",96.0,0.0,0.9329612870556108,0.0670385679743495,47.62424,-122.33646,Centre,1
68,LAKE UNION,26,2,Hotel,1.0,7,282863,44766,238097,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,Aucune,0.0,Compliant,82.5,85.59999847,184.0,189.1999969,19459304.0,20194606.0,0.0,10980652.0,8478651.0,526.85,1.86,"[0,29[",101.5,0.0,0.5642880135897974,0.4357119350209031,47.62642,-122.33325,Centre,1
69,MAGNOLIA / QUEEN ANNE,54,1,Other,1.0,1,389000,0,389000,Other,Other,368000.0,Aucune,0.0,Aucune,0.0,Compliant,64.30000305,64.5,151.6000061,152.1000061,23658978.0,23736924.0,6093150.0,14419146.0,688680.0,607.41,1.56,"[29,58[",87.30000305,0.2575407103383755,0.6094576866338013,0.0291086115385034,47.62208,-122.35398,Centre,1
70,MAGNOLIA / QUEEN ANNE,54,1,Other,1.0,1,91213,0,91213,Other,Other,65000.0,Aucune,0.0,Aucune,0.0,Compliant,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881.0,4120130.0,3754115.0,0.0,344.2,3.77,"[29,58[",136.5000153,0.5060866359818333,0.4611280302900491,0.0,47.62208,-122.35398,Centre,1
71,MAGNOLIA / QUEEN ANNE,78,1,Other,1.0,5,396085,0,396085,Other,Other,278500.0,Aucune,0.0,Aucune,0.0,Compliant,75.19999695,76.30000305,138.1000061,140.0,20955026.0,21257836.0,9763690.0,7252325.0,0.0,804.2,2.03,"[58,87[",62.90000915,0.4659354753365612,0.3460900024652797,0.0,47.62208,-122.35398,Centre,0
72,LAKE UNION,6,3,Large Office,1.0,12,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,Compliant,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,32206199.0,7399685.0,617.52,1.08,"[0,29[",110.79999537,0.0,0.8131669462883903,0.1868329527165254,47.62112,-122.33629,Centre,3
73,MAGNOLIA / QUEEN ANNE,54,1,Other,1.0,2,52000,0,52000,Other,Other,52000.0,Aucune,0.0,Aucune,0.0,Compliant,52.40000153,51.59999847,110.4000015,109.5,2726369.0,2682242.75,1202380.0,1293349.0,0.0,101.83,1.96,"[29,58[",57.999999970000005,0.441018805598215,0.4743851620965467,0.0,47.62395,-122.35077,Centre,1
74,MAGNOLIA / QUEEN ANNE,88,1,Other,1.0,1,60696,0,60696,Other,Other,108000.0,Aucune,0.0,Aucune,0.0,Compliant,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0.0,875943.0,0.0,6.11,0.1,"[87,116[",17.399999619,0.0,0.9999996432417536,0.0,47.62395,-122.35077,Centre,0
75,MAGNOLIA / QUEEN ANNE,88,1,Other,1.0,2,262048,0,262048,Other,Other,296000.0,Aucune,0.0,Aucune,0.0,Compliant,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,13512686.0,0.0,490.73,1.87,"[87,116[",101.1999969,0.2478964687388772,0.6520544462914307,0.0,47.62395,-122.35143,Centre,0
76,MAGNOLIA / QUEEN ANNE,30,5,Small- and Mid-Sized Office,0.0,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,Compliant,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0.0,4166305.0,0.0,29.04,0.44,"[29,58[",160.29999537,0.0,0.9999996999740478,0.0,47.62391,-122.34837,Centre,1
77,MAGNOLIA / QUEEN ANNE,6,3,Large Office,1.0,6,920598,303707,616891,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,Compliant,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,38105108.0,0.0,27597261.0,9069780.0,674.09,0.73,"[0,29[",81.00000385999999,0.0,0.7526448273277769,0.2473550908548832,47.62419,-122.34443,Centre,3
78,MAGNOLIA / QUEEN ANNE,46,3,Small- and Mid-Sized Office,1.0,4,76213,25930,50283,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,Compliant,68.19999695,71.59999847,192.3999939,196.0,3476212.5,3647345.75,0.0,2944692.0,531520.0,48.76,0.64,"[29,58[",124.19999695,0.0,0.8470978111953743,0.1529020449699205,47.62053,-122.35842,Centre,1
79,MAGNOLIA / QUEEN ANNE,14,2,Hotel,1.0,6,96910,36934,59976,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,Aucune,0.0,Compliant,86.0,87.90000153,182.1999969,188.3999939,5155568.5,5274523.0,0.0,2637011.0,2518558.0,152.14,1.57,"[0,29[",96.1999969,0.0,0.5114879183546878,0.4885121786278273,47.62291,-122.35708,Centre,1
80,NORTHEAST,54,2,Hotel,2.0,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,Aucune,0.0,Compliant,108.9000015,110.5,203.3000031,205.8000031,5448975.0,5528580.5,0.0,2128306.0,3320669.0,191.2,3.82,"[29,58[",94.4000016,0.0,0.3905883216568254,0.6094116783431747,47.65772,-122.31756,Nord,1
82,EAST,93,1,K-12 School,1.0,3,67743,0,67743,K-12 School,K-12 School,67743.0,Aucune,0.0,Aucune,0.0,Compliant,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,3036464.0,0.0,1337786.0,1309093.0,78.85,1.16,"[87,116[",43.20000458,0.0,0.5054201570982277,0.4945798429017722,47.62548,-122.30828,Centre,0
83,EAST,108,1,K-12 School,1.0,6,194104,0,194104,K-12 School,K-12 School,194104.0,Aucune,0.0,Aucune,0.0,Compliant,32.0,37.09999847,54.0,60.09999847,6219841.5,7204080.0,0.0,1887893.0,4331949.0,243.23,1.25,"[87,116[",22.0,0.0,0.3035275095032566,0.6964725708846439,47.62644,-122.30429,Centre,0
84,SOUTHEAST,13,2,Small- and Mid-Sized Office,1.0,3,99433,35752,63681,"Office, Parking",Office,63681.0,Parking,35752.0,Aucune,0.0,Compliant,76.90000153,78.19999695,241.5,245.6000061,4897760.0,4980737.5,0.0,4897760.0,0.0,34.14,0.34,"[0,29[",164.59999847,0.0,1.0,0.0,47.58408,-122.30125,Sud,1
89,NORTHEAST,75,1,Other,1.0,4,56521,0,56521,Other,Other,49000.0,Aucune,0.0,Aucune,0.0,Compliant,129.6999969,129.8999939,407.3999939,408.0,6357632.0,6367210.0,0.0,6357631.0,0.0,44.32,0.78,"[58,87[",277.69999700000005,0.0,0.9999998427087318,0.0,47.67524,-122.31534,Nord,0
90,NORTHEAST,87,2,Other,1.0,2,206934,0,206934,"Other, Parking",Other,119146.0,Parking,0.0,Aucune,0.0,Compliant,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0.0,2001103.0,2252474.0,133.58,0.65,"[87,116[",36.89999771,0.0,0.4704517550226838,0.5295481274292052,47.67559,-122.31769,Nord,0
91,NORTHWEST,15,2,Hotel,1.0,4,51390,0,51390,"Hotel, Parking",Hotel,51390.0,Parking,0.0,Aucune,0.0,Compliant,70.30000305,70.40000153,130.6999969,130.8999939,3611538.0,3616214.0,0.0,1398289.0,2213249.0,127.29,2.48,"[0,29[",60.39999385,0.0,0.3871727225353852,0.6128272774646149,47.73141,-122.3458,Nord,1
94,NORTHWEST,14,1,Hotel,1.0,3,69138,0,69138,Hotel,Hotel,70609.0,Aucune,0.0,Aucune,0.0,Compliant,45.90000153,47.09999847,101.5999985,104.6999969,3242458.0,3323400.5,0.0,1802889.0,1439568.0,89.02,1.29,"[0,29[",55.69999697,0.0,0.5560253980159496,0.4439742935760463,47.72551,-122.3423,Nord,1
96,DOWNTOWN,112,2,Hotel,1.0,5,190980,0,190980,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,Aucune,0.0,Compliant,34.09999847,34.09999847,84.0,84.0,6505995.0,6505995.0,0.0,4402910.0,2103084.0,142.39,0.75,"[87,116[",49.90000153,0.0,0.6767466006352603,0.3232532456603486,47.6048,-122.3368,Centre,0
97,DOWNTOWN,18,1,Other,1.0,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,Aucune,0.0,Aucune,0.0,Compliant,77.19999695,78.40000153,192.5,192.0,14641502.0,14881950.0,4311136.0,9803021.0,527343.0,429.12,1.51,"[0,29[",115.30000305,0.2944462938296904,0.6695365680378966,0.0360170015344054,47.60804,-122.3367,Centre,1
98,BALLARD,62,2,Hospital,4.0,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,Aucune,0.0,Compliant,225.0,157.3000031,479.5,251.8000031,68090728.0,47602720.0,0.0,35237205.0,32853512.0,1990.5,6.98,"[58,87[",254.5,0.0,0.5175037194491444,0.4824961190016943,47.66737,-122.37956,Nord,2
100,DOWNTOWN,10,2,Other,1.0,4,61156,0,61156,"Office, Other",Other,42755.0,Office,29219.0,Aucune,0.0,Compliant,130.1000061,132.6999969,338.2999878,337.1000061,9363374.0,9550716.0,0.0,6947270.0,2416104.0,176.75,2.89,"[0,29[",208.1999817,0.0,0.741962245660592,0.258037754339408,47.60112,-122.32785,Centre,1
101,DOWNTOWN,106,1,Other,1.0,4,72820,13820,59000,Museum,Museum,58000.0,Aucune,0.0,Aucune,0.0,Compliant,34.70000076,36.09999847,83.69999695,85.19999695,2010454.625,2095175.25,0.0,1311669.0,698785.0,46.26,0.64,"[87,116[",48.99999619,0.0,0.6524240754749687,0.3475756136500718,47.59809,-122.32283,Centre,0
102,MAGNOLIA / QUEEN ANNE,20,2,Hotel,1.0,4,162222,14200,148022,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,Aucune,0.0,Compliant,69.90000153,70.5,150.5,151.1999969,7946961.0,8016521.0,0.0,4197462.0,3749499.0,228.4,1.41,"[0,29[",80.59999847,0.0,0.5281845475270358,0.4718154524729642,47.62614,-122.3467,Centre,1
104,EAST,101,1,University,1.0,3,63330,0,63330,College/University,College/University,64820.0,Aucune,0.0,Aucune,0.0,Compliant,47.20000076,50.70000076,111.1999969,116.0,3059758.0,3284214.5,0.0,1911064.0,1148694.0,74.33,1.17,"[87,116[",63.99999614,0.0,0.6245801138521413,0.3754198861478587,47.61495,-122.32177,Centre,0
106,NORTHEAST,14,2,Small- and Mid-Sized Office,1.0,2,96300,0,96300,"Data Center, Office",Office,92300.0,Data Center,4944.0,Aucune,0.0,Compliant,167.8000031,167.3999939,476.5,471.1000061,16319835.0,16274449.0,0.0,13973696.0,2346137.0,222.02,2.31,"[0,29[",308.6999969,0.0,0.8562400293875521,0.1437598480621893,47.67828,-122.26456,Nord,1
107,GREATER DUWAMISH,66,1,Other,1.0,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,Aucune,0.0,Aucune,0.0,Compliant,109.4000015,118.3000031,242.6999969,252.1000061,7475577.5,8086930.5,0.0,4182001.0,3293576.0,204.08,3.03,"[58,87[",133.2999954,0.0,0.5594217971788802,0.440578135936655,47.59545,-122.32146,Centre,0
112,GREATER DUWAMISH,58,2,Small- and Mid-Sized Office,1.0,1,54765,0,54765,"Office, Other",Office,25765.0,Other,25000.0,Aucune,0.0,Compliant,83.80000305,88.69999695,234.8999939,243.5,4253369.5,4503671.5,0.0,3569337.0,684032.0,61.21,1.12,"[58,87[",151.09999084999998,0.0,0.8391786793975929,0.1608212030485477,47.53827,-122.28406,Sud,1
113,GREATER DUWAMISH,7,3,Other,1.0,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,Compliant,21.89999962,25.0,24.60000038,27.89999962,1950092.5,2220796.5,0.0,67462.0,1882631.0,100.46,1.12,"[0,29[",2.7000007600000018,0.0,0.0345942564262977,0.9654059999717962,47.53722,-122.284,Sud,1
114,MAGNOLIA / QUEEN ANNE,36,1,University,1.0,2,52611,0,52611,College/University,College/University,52611.0,Aucune,0.0,Aucune,0.0,Compliant,78.30000305,83.40000153,180.6999969,186.1000061,4116871.5,4390158.0,0.0,2479273.0,1637598.0,104.26,1.98,"[29,58[",102.39999385,0.0,0.6022225857668864,0.3977772927816668,47.65147,-122.36122,Nord,1
115,MAGNOLIA / QUEEN ANNE,15,1,Residence Hall,1.0,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,Aucune,0.0,Aucune,0.0,Compliant,32.79999924,35.40000153,70.19999695,74.69999695,4448582.5,4800620.5,0.0,2316298.0,2132284.0,129.39,0.93,"[0,29[",37.39999771,0.0,0.5206822622711841,0.4793176253334629,47.65068,-122.36331,Nord,1
117,CENTRAL,45,2,Other,3.0,6,250981,0,250981,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,Aucune,0.0,Compliant,60.5,65.69999695,145.6000061,151.8000031,13071700.0,14196194.0,4336524.5,8155002.0,580172.0,422.39,1.68,"[29,58[",85.1000061,0.3317490838988043,0.6238669798113482,0.0443838215381319,47.60462,-122.31549,Centre,1
